objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
2939656,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,2/24/2009,"Waterloo, Ontario, Canada",43.3766,-80.33962,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19536,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939657,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,2/24/2009,"Waterloo, Ontario, Canada",43.37663,-80.33962,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19537,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939658,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/18/2007,6/6/2013,2/24/2009,"Waterloo, Ontario, Canada",43.37673,-80.3409,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19538,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939672,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37678,-80.33962,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19596,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939673,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/18/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37683,-80.34098,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19597,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939674,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37697,-80.33972,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19598,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939675,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2008,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37697,-80.33982,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19599,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939676,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.3772,-80.34043,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: N/A                                                                                                                                                                                       ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19600,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939677,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37722,-80.3401,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19602,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939678,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37725,-80.3402,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19603,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939679,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/18/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37725,-80.34632,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19604,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939680,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37727,-80.34022,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19605,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939681,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,11/7/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37765,-80.34098,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19606,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939682,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37783,-80.34132,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19607,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939683,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/18/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37783,-80.3487,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19608,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939684,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/18/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37785,-80.34882,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19609,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939685,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37818,-80.34217,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19610,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939686,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37832,-80.34228,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19611,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939687,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/20/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37837,-80.35745,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19612,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939688,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/20/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.3786,-80.35683,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19613,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939689,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/18/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37863,-80.36197,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19614,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939690,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/20/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37863,-80.35692,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19615,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939691,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/22/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37885,-80.34555,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19616,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939692,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/22/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37897,-80.34555,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19617,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939693,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37903,-80.3429,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19618,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939694,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37917,-80.34373,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19619,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939695,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/20/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.3793,-80.35697,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19620,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939696,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/19/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37932,-80.35698,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19621,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939697,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/22/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37947,-80.3446,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19622,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939698,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37948,-80.34307,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19623,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939699,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/22/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37948,-80.34458,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19624,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939700,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/22/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37948,-80.345,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19625,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939701,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/22/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37952,-80.34352,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: N/A                                                                                                                                                                                       ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19626,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939702,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/22/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37955,-80.3456,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19627,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939703,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/19/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37962,-80.3542,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19628,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939704,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/19/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37982,-80.35465,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19629,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939705,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/28/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37987,-80.3534,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19630,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939706,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/19/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.37993,-80.35838,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19631,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939707,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/28/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.38002,-80.35403,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19632,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939708,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/11/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.38015,-80.34607,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19633,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939709,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,5/18/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.38033,-80.354,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19634,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939710,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/22/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.38037,-80.35438,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19635,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Established. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
2939711,Lauren Cymbaly Rare Charitable Research Reserve,Non-profit,Berberis vulgaris,common barberry,Introduced,Detected,Positive,6/19/2007,6/6/2013,3/9/2009,"Waterloo, Ontario, Canada",43.3804,-80.35908,WGS84     ,GPS,100,,,,,,,Unknown,,,,,,,,,,,Unknown,,,MNR District: Guelph                                                                                                                                                                                    ,,,,                                                  ,0,Rare Charitable Research Reserve,,,19636,,Bulk Data,Lauren Cymbaly,,,,,,,,,Unknown,,,,,,Unknown,,,,,,Confirmed.  Occurance Type: Unknown. Verified by GIS Specialist: TRUE.  ELSN: 65002,,,Other,Verified,,External Database
